,expiration_timestamp,option_type,instrument_name,strike,underlying_price,underlying_index,timestamp,stats,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,index_price,greeks,estimated_delivery_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv
323,1600070400000,call,BTC-14SEP20-11000-C,11000.0,10438.32,SYN.BTC-14SEP20,1599952119720,"{'volume': 0.4, 'price_change': 0.0, 'low': 0.0005, 'high': 0.0005}",open,,0.4,0.0001,0.015,0.00037511,46.47,0.0005,0.0,10435.55,"{'vega': 0.48011, 'theta': -3.91555, 'rho': 0.01309, 'gamma': 0.00025, 'delta': 0.03381}",10435.55,21945607508,[],0.0,0.0,0.0,0.001,0.5,"[[0.001, 0.5], [0.0015, 30.0], [0.002, 30.0], [0.0025, 38.0]]",56.42
324,1601020800000,call,BTC-25SEP20-20000-C,20000.0,10460.71,BTC-25SEP20,1599952119718,"{'volume': 60.0, 'price_change': 0.0, 'low': 0.0005, 'high': 0.0005}",open,0.0,2140.9,0.0001,0.015,1.09e-05,98.53,0.0005,0.0,10435.55,"{'vega': 0.01787, 'theta': -0.07117, 'rho': 0.00084, 'gamma': 0.0, 'delta': 0.00025}",10435.55,21944987880,[],0.0,0.0,0.0,0.0005,30.0,"[[0.0005, 30.0], [0.001, 61.2], [0.0015, 30.0], [0.0035, 2.0], [0.0095, 0.5], [0.011, 1.0], [0.019, 10.0], [0.029, 10.0], [0.039, 10.0], [0.049, 10.0], [0.05, 1.0], [0.059, 10.0], [0.069, 10.0], [0.075, 0.2], [0.1, 5.0], [0.2, 5.0], [0.25, 1.0], [0.3, 5.0], [0.4, 5.0], [0.5, 5.0]]",135.37
325,1601625600000,put,BTC-2OCT20-9250-P,9250.0,10471.54,SYN.BTC-2OCT20,1599952120728,"{'volume': 4.6, 'price_change': -8.5714, 'low': 0.016, 'high': 0.0175}",open,0.02,16.6,0.0001,0.0385,0.01398825,61.54,0.016,0.0,10435.54,"{'vega': 6.1529, 'theta': -9.77535, 'rho': -1.03418, 'gamma': 0.00017, 'delta': -0.17213}",10435.54,21945614369,"[[0.013, 59.6], [0.0125, 29.7], [0.012, 41.0], [0.0035, 0.2], [0.0005, 0.2]]",59.85,0.013,59.6,0.015,30.0,"[[0.015, 30.0], [0.0155, 30.0], [0.016, 41.0]]",63.25
326,1601625600000,put,BTC-2OCT20-12750-P,12750.0,10471.54,SYN.BTC-2OCT20,1599952120727,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.23,0.0,0.184,0.267,0.22257662,59.15,,0.0,10435.54,"{'vega': 3.73096, 'theta': -5.69738, 'rho': -6.32497, 'gamma': 0.00011, 'delta': -0.91568}",10435.54,21935556411,[],0.0,0.0,0.0,0.0,0.0,[],0.0
327,1600070400000,call,BTC-14SEP20-9875-C,9875.0,10438.34,SYN.BTC-14SEP20,1599952121732,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,,0.0,0.025,0.084,0.05468721,55.62,,0.0,10435.69,"{'vega': 0.65807, 'theta': -13.36987, 'rho': 0.3505, 'gamma': 0.00029, 'delta': 0.95011}",10435.69,21943808586,"[[0.0005, 0.2]]",0.0,0.0005,0.2,0.0,0.0,[],0.0
328,1599984000000,call,BTC-13SEP20-11125-C,11125.0,10436.29,SYN.BTC-13SEP20,1599952121735,"{'volume': 2.0, 'price_change': 0.0, 'low': 0.0005, 'high': 0.0005}",open,0.0,2.2,0.0001,0.015,2.9e-07,52.82,0.0005,0.0,10435.69,"{'vega': 0.00098, 'theta': -0.003, 'rho': 1e-05, 'gamma': 0.0, 'delta': 7e-05}",10435.69,21943678061,[],0.0,0.0,0.0,0.0005,28.0,"[[0.0005, 28.0], [0.001, 45.5], [0.0015, 30.6]]",110.79
329,1608883200000,put,BTC-25DEC20-18000-P,18000.0,10600.97,BTC-25DEC20,1599952122739,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.75,1.1,0.6625,0.814,0.72943083,82.71,0.7465,0.0,10435.66,"{'vega': 13.88693, 'theta': -5.55594, 'rho': -47.03143, 'gamma': 5e-05, 'delta': -0.83712}",10435.66,21945638116,"[[0.698, 1.5], [0.6975, 0.1], [0.001, 0.1], [0.0005, 0.1]]",31.23,0.698,1.5,0.7725,1.5,"[[0.7725, 1.5], [0.773, 0.1]]",110.3
330,1606464000000,put,BTC-27NOV20-7000-P,7000.0,10557.92,SYN.BTC-27NOV20,1599952122741,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.02,0.0,0.0025,0.043,0.01700078,77.46,,0.0,10435.66,"{'vega': 7.76115, 'theta': -3.98804, 'rho': -2.32262, 'gamma': 4e-05, 'delta': -0.08954}",10435.66,21945634518,"[[0.016, 45.3], [0.0155, 49.6], [0.015, 36.0], [0.0145, 24.0], [0.0005, 0.2]]",76.08,0.016,45.3,0.018,40.9,"[[0.018, 40.9], [0.0185, 24.0], [0.019, 24.0], [0.0195, 12.0]]",78.8
331,1601625600000,put,BTC-2OCT20-11000-P,11000.0,10471.76,SYN.BTC-2OCT20,1599952123749,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.09,0.0,0.0445,0.118,0.07787706,51.56,,0.0,10435.59,"{'vega': 9.03599, 'theta': -12.02728, 'rho': -3.98183, 'gamma': 0.0003, 'delta': -0.63869}",10435.59,21945424091,"[[0.0725, 18.9], [0.068, 0.5]]",45.26,0.0725,18.9,0.0825,19.4,"[[0.0825, 19.4]]",56.88
332,1608883200000,call,BTC-25DEC20-10000-C,10000.0,10600.97,BTC-25DEC20,1599952123748,"{'volume': 0.5, 'price_change': 0.0, 'low': 0.176, 'high': 0.176}",open,0.18,635.1,0.1335,0.236,0.18036633,73.35,0.176,0.0,10435.59,"{'vega': 21.20826, 'theta': -7.52515, 'rho': 13.64412, 'gamma': 9e-05, 'delta': 0.63483}",10435.59,21945627111,"[[0.179, 2.0], [0.1765, 14.4], [0.1755, 7.0], [0.1645, 0.2], [0.1535, 0.4], [0.153, 10.0], [0.15, 0.8], [0.1465, 1.6], [0.143, 3.8], [0.14, 5.0], [0.118, 0.2], [0.0005, 5.0]]",72.67,0.179,2.0,0.1805,0.1,"[[0.1805, 0.1], [0.181, 0.5], [0.184, 14.4], [0.1845, 7.0], [0.242, 0.2], [0.2965, 4.1], [0.35, 10.0], [0.4815, 1.0]]",73.42
333,1600416000000,call,BTC-18SEP20-9250-C,9250.0,10446.65,SYN.BTC-18SEP20,1599952123747,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.11,0.1,0.088,0.1495,0.11778681,73.03,0.1155,0.0,10435.59,"{'vega': 1.85004, 'theta': -12.58346, 'rho': 1.23555, 'gamma': 0.00016, 'delta': 0.92187}",10435.59,21945636263,"[[0.116, 0.1], [0.0005, 0.2]]",60.96,0.116,0.1,0.0,0.0,[],0.0
334,1601020800000,call,BTC-25SEP20-8500-C,8500.0,10460.99,BTC-25SEP20,1599952123747,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.19,3.0,0.164,0.2245,0.1926944,81.93,0.197,0.0,10435.59,"{'vega': 2.67809, 'theta': -8.86986, 'rho': 2.60204, 'gamma': 9e-05, 'delta': 0.92672}",10435.59,21945638425,"[[0.189, 1.5], [0.1885, 5.0], [0.187, 0.1], [0.1535, 0.5]]",63.11,0.189,1.5,0.1955,1.5,"[[0.1955, 1.5], [0.196, 5.0]]",91.81
